Caution-Right6-Into	<emphasis level="strong">caution</emphasis> <emphasis level="strong">right 6</emphasis> into
Caution-ThroughGate	<emphasis level="strong">caution</emphasis> <emphasis level="strong">through gate</emphasis>
Crest-Into	<emphasis level="strong">crest</emphasis> into
Dip-Left3-KeepIn	<emphasis level="strong">dip</emphasis> <emphasis level="strong">left 3</emphasis> <emphasis level="strong">keep in</emphasis>
Dist100-OverCrest	<emphasis level="strong">100</emphasis> <emphasis level="strong">over crest</emphasis>
Dist130-OverCrest	<emphasis level="strong">130</emphasis> <emphasis level="strong">over crest</emphasis>
Dist170-Widens	<emphasis level="strong">170</emphasis> <emphasis level="strong">widens</emphasis>
Dist200-Kinks	<emphasis level="strong">200</emphasis> <emphasis level="strong">kinks</emphasis>
Dist200-OverCrest	<emphasis level="strong">200</emphasis> <emphasis level="strong">over crest</emphasis>
Dist250-Kinks	<emphasis level="strong">250</emphasis> <emphasis level="strong">kinks</emphasis>
Dist250-OverBumps	<emphasis level="strong">250</emphasis> <emphasis level="strong">over bumps</emphasis>
Dist300-Kinks	<emphasis level="strong">300</emphasis> <emphasis level="strong">kinks</emphasis>
Dist40-Brake	<emphasis level="strong">40</emphasis> <emphasis level="strong">brake</emphasis>
Dist40-Caution-Brake-OverCrest	<emphasis level="strong">40</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">brake</emphasis> <emphasis level="strong">over crest</emphasis>
Dist40-KeepRight	<emphasis level="strong">40</emphasis> <emphasis level="strong">keep right</emphasis>
Dist40-Narrows	<emphasis level="strong">40</emphasis> <emphasis level="strong">narrows</emphasis>
Dist40-OverCrest	<emphasis level="strong">40</emphasis> <emphasis level="strong">over crest</emphasis>
Dist40-OverCrest-Into	<emphasis level="strong">40</emphasis> <emphasis level="strong">over crest</emphasis> into
Dist50-OverBumps	<emphasis level="strong">50</emphasis> <emphasis level="strong">over bumps</emphasis>
Dist50-OverCrest	<emphasis level="strong">50</emphasis> <emphasis level="strong">over crest</emphasis>
Dist60-OverBumps	<emphasis level="strong">60</emphasis> <emphasis level="strong">over bumps</emphasis>
Dist60-OverCrest	<emphasis level="strong">60</emphasis> <emphasis level="strong">over crest</emphasis>
Dist60-OverCrest-Brake	<emphasis level="strong">60</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">brake</emphasis>
Dist70-OverCrest	<emphasis level="strong">70</emphasis> <emphasis level="strong">over crest</emphasis>
Dist80-KeepLeft	<emphasis level="strong">80</emphasis> <emphasis level="strong">keep left</emphasis>
Dist80-OverBumps	<emphasis level="strong">80</emphasis> <emphasis level="strong">over bumps</emphasis>
Dist80-OverCrest	<emphasis level="strong">80</emphasis> <emphasis level="strong">over crest</emphasis>
Dist80-OverCrest-KeepLeft	<emphasis level="strong">80</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">keep left</emphasis>
Dist90-OverCrest	<emphasis level="strong">90</emphasis> <emphasis level="strong">over crest</emphasis>
DontCut-KeepIn	<emphasis level="strong">don't cut</emphasis> <emphasis level="strong">keep in</emphasis>
DontCut-LogsInside	<emphasis level="strong">don't cut</emphasis> <emphasis level="strong">logs inside</emphasis>
Into-Left1	into <emphasis level="strong">left 1</emphasis>
Into-Left1-Long	into <emphasis level="strong">left 1</emphasis> <emphasis level="strong">long</emphasis>
Into-Left1-Long-DontCut	into <emphasis level="strong">left 1</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left1-Narrows	into <emphasis level="strong">left 1</emphasis> <emphasis level="strong">narrows</emphasis>
Into-Left1-Tightens	into <emphasis level="strong">left 1</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Left2	into <emphasis level="strong">left 2</emphasis>
Into-Left2-Caution-DontCut	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left2-DontCut	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left2-Late	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">late</emphasis>
Into-Left2-Long	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis>
Into-Left2-Long-Opens	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
Into-Left2-Long-OpensLate-DontCut	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens late</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left2-Long-Tighten1	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 1</emphasis>
Into-Left2-Long-TightensLate	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Left2-Narrows	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">narrows</emphasis>
Into-Left2-Short-Narrows	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">narrows</emphasis>
Into-Left2-Tighten1	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens 1</emphasis>
Into-Left2-Tightens	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Left2-Tightens-DontCut	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left2-VeryLong-TightensLate	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Left2-Widens	into <emphasis level="strong">left 2</emphasis> <emphasis level="strong">widens</emphasis>
Into-Left3	into <emphasis level="strong">left 3</emphasis>
Into-Left3-Cut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">cut</emphasis>
Into-Left3-DontCut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left3-Long-Tightens	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Left3-Long-TightensLate	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Left3-Narrows-Late	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">late</emphasis>
Into-Left3-OverCrest	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Left3-Short	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">short</emphasis>
Into-Left3-SmallCut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">small cut</emphasis>
Into-Left3-Tighten1	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 1</emphasis>
Into-Left3-Tighten2-DontCut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left3-Tighten2-Late	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis>
Into-Left3-Tightens	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Left3-Tightens-Cut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">cut</emphasis>
Into-Left3-Tightens-DontCut	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left3-Tightens-OverCrest	into <emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Left4	into <emphasis level="strong">left 4</emphasis>
Into-Left4-Long	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis>
Into-Left4-Long-Tightens	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Left4-Long-TightensLate	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Left4-Opens	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">opens</emphasis>
Into-Left4-OverCrest	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Left4-Short	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">short</emphasis>
Into-Left4-Short-DontCut	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Left4-SmallCut	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">small cut</emphasis>
Into-Left4-Tighten1-Late	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 1</emphasis> <emphasis level="strong">late</emphasis>
Into-Left4-Tighten2	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 2</emphasis>
Into-Left4-Tighten3	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 3</emphasis>
Into-Left4-Tightens-OverCrest	into <emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Left5	into <emphasis level="strong">left 5</emphasis>
Into-Left5-Long	into <emphasis level="strong">left 5</emphasis> <emphasis level="strong">long</emphasis>
Into-Left5-OverCrest	into <emphasis level="strong">left 5</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Left5-Short	into <emphasis level="strong">left 5</emphasis> <emphasis level="strong">short</emphasis>
Into-Left6	into <emphasis level="strong">left 6</emphasis>
Into-Left6-Brake	into <emphasis level="strong">left 6</emphasis> <emphasis level="strong">brake</emphasis>
Into-Left6-Long	into <emphasis level="strong">left 6</emphasis> <emphasis level="strong">long</emphasis>
Into-LeftHP	into <emphasis level="strong">hairpin left</emphasis>
Into-LeftHP-TightensLate	into <emphasis level="strong">hairpin left</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-LeftOpenHP	into <emphasis level="strong">open hairpin left</emphasis>
Into-LeftOpenHP-TightensLate	into <emphasis level="strong">open hairpin left</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-LeftSquare-DontCut	into <emphasis level="strong">square left</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right1	into <emphasis level="strong">right 1</emphasis>
Into-Right1-Late	into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">late</emphasis>
Into-Right1-Long	into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">long</emphasis>
Into-Right1-Long-DontCut	into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right1-Opens	into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">opens</emphasis>
Into-Right1-VeryLong-Opens	into <emphasis level="strong">right 1</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">opens</emphasis>
Into-Right2	into <emphasis level="strong">right 2</emphasis>
Into-Right2-DontCut	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right2-Late	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">late</emphasis>
Into-Right2-Long	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">long</emphasis>
Into-Right2-Long-DontCut	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right2-OverCrest-DontCut	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right2-Short	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">short</emphasis>
Into-Right2-Short-Cut	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">cut</emphasis>
Into-Right2-Tightens	into <emphasis level="strong">right 2</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Right3	into <emphasis level="strong">right 3</emphasis>
Into-Right3-Caution-Short-DontCut	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right3-Caution-Tighten2-Late-DontCut	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">tightens 2</emphasis> <emphasis level="strong">late</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right3-DontCut-KeepIn	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">keep in</emphasis>
Into-Right3-DontCut-Narrows	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">narrows</emphasis>
Into-Right3-KeepIn	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">keep in</emphasis>
Into-Right3-Long	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis>
Into-Right3-Long-DontCut-Late	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">late</emphasis>
Into-Right3-Long-OpensLate	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens late</emphasis>
Into-Right3-Long-TightensLate	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Right3-Opens	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">opens</emphasis>
Into-Right3-Opens-DontCut	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">opens</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right3-Short	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">short</emphasis>
Into-Right3-Short-Caution-DontCut	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right3-Tightens	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Right3-Tightens-DontCut	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right3-Tightens-OverCrest	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Right3-TightensLate	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Right3-VeryLong	into <emphasis level="strong">right 3</emphasis> <emphasis level="strong">very long</emphasis>
Into-Right4	into <emphasis level="strong">right 4</emphasis>
Into-Right4-Dip	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">dip</emphasis>
Into-Right4-DontCut	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right4-KeepIn	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">keep in</emphasis>
Into-Right4-Long	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis>
Into-Right4-Long-DontCut	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right4-Opens	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">opens</emphasis>
Into-Right4-Short-DontCut	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">don't cut</emphasis>
Into-Right4-Short-OverCrest	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Right4-Tightens	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Right4-VeryLong	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">very long</emphasis>
Into-Right4-VeryLong-Tighten3-Late	into <emphasis level="strong">right 4</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens 3</emphasis> <emphasis level="strong">late</emphasis>
Into-Right5	into <emphasis level="strong">right 5</emphasis>
Into-Right5-KeepIn	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">keep in</emphasis>
Into-Right5-Long	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis>
Into-Right5-Long-Tighten3	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 3</emphasis>
Into-Right5-Long-Tighten4	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 4</emphasis>
Into-Right5-Long-TightensLate	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Right5-Opens	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">opens</emphasis>
Into-Right5-OverCrest	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">over crest</emphasis>
Into-Right5-OverCrest-Cut	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">cut</emphasis>
Into-Right5-Short	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">short</emphasis>
Into-Right5-Tightens	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens</emphasis>
Into-Right5-Tightens-KeepIn	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">keep in</emphasis>
Into-Right5-VeryLong-TightensLate	into <emphasis level="strong">right 5</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Right6	into <emphasis level="strong">right 6</emphasis>
Into-Right6-KeepOut	into <emphasis level="strong">right 6</emphasis> <emphasis level="strong">keep out</emphasis>
Into-Right6-Long	into <emphasis level="strong">right 6</emphasis> <emphasis level="strong">long</emphasis>
Into-RightHP	into <emphasis level="strong">hairpin right</emphasis>
Into-RightHP-TightensLate	into <emphasis level="strong">hairpin right</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-RightOpenHP	into <emphasis level="strong">open hairpin right</emphasis>
Into-RightOpenHP-TightensLate	into <emphasis level="strong">open hairpin right</emphasis> <emphasis level="strong">tightens late</emphasis>
Into-Sudden-LeftAcuteHP	into <emphasis level="strong">sudden</emphasis> <emphasis level="strong">acute hairpin left</emphasis>
Into-Sudden-Right1	into <emphasis level="strong">sudden</emphasis> <emphasis level="strong">right 1</emphasis>
Into-Sudden-RightHP-TightensLate	into <emphasis level="strong">sudden</emphasis> <emphasis level="strong">hairpin right</emphasis> <emphasis level="strong">tightens late</emphasis>
Junction-GoLeft	<emphasis level="strong">junction</emphasis> <emphasis level="strong">go left</emphasis>
Junction-GoRight	<emphasis level="strong">junction</emphasis> <emphasis level="strong">go right</emphasis>
Junction-LeftSquare	<emphasis level="strong">junction</emphasis> <emphasis level="strong">square left</emphasis>
Junction-RightSquare	<emphasis level="strong">junction</emphasis> <emphasis level="strong">square right</emphasis>
KeepIn-OverCrest	<emphasis level="strong">keep in</emphasis> <emphasis level="strong">over crest</emphasis>
KeepRight-Into-Left5-Short	<emphasis level="strong">keep right</emphasis> into <emphasis level="strong">left 5</emphasis> <emphasis level="strong">short</emphasis>
Kinks-Dist150	<emphasis level="strong">kinks</emphasis> <emphasis level="strong">150</emphasis>
Kinks-IntoDip	<emphasis level="strong">kinks</emphasis> <emphasis level="strong">into dip</emphasis>
Kinks-OverCrest	<emphasis level="strong">kinks</emphasis> <emphasis level="strong">over crest</emphasis>
KinksStartingLeft-OverCrest	<emphasis level="strong">kinks starting left</emphasis> <emphasis level="strong">over crest</emphasis>
KinksStartingLeft-OverCrest-Narrows	<emphasis level="strong">kinks starting left</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">narrows</emphasis>
KinksStartingRight-Cut	<emphasis level="strong">kinks starting right</emphasis> <emphasis level="strong">cut</emphasis>
Late-Left2-DontCut	<emphasis level="strong">late</emphasis> <emphasis level="strong">left 2</emphasis> <emphasis level="strong">don't cut</emphasis>
Left1-Long-Widens	<emphasis level="strong">left 1</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">widens</emphasis>
Left1-Tightens	<emphasis level="strong">left 1</emphasis> <emphasis level="strong">tightens</emphasis>
Left2-Long	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis>
Left2-Long-Opens	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
Left2-Long-OpensLate	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens late</emphasis>
Left2-Long-SmallCut	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">small cut</emphasis>
Left2-Opens	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">opens</emphasis>
Left2-Opens-OverCrest	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">opens</emphasis> <emphasis level="strong">over crest</emphasis>
Left2-OpensLate	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">opens late</emphasis>
Left2-Short	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">short</emphasis>
Left2-Tighten1	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens 1</emphasis>
Left2-Tightens	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens</emphasis>
Left2-TightensLate-OverCrest-DontCut	<emphasis level="strong">left 2</emphasis> <emphasis level="strong">tightens late</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">don't cut</emphasis>
Left3-AfterJunction-Narrows-OverCrest	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">after junction</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">over crest</emphasis>
Left3-Brake	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">brake</emphasis>
Left3-DontCut	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">don't cut</emphasis>
Left3-DontCut-And	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">don't cut</emphasis> and
Left3-Long	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis>
Left3-Long-DontCut-TightensLate	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">tightens late</emphasis>
Left3-Long-Opens	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
Left3-Long-OpensLate	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens late</emphasis>
Left3-Long-SmallCut	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">small cut</emphasis>
Left3-Long-Tighten2	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 2</emphasis>
Left3-Long-TightensLate	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens late</emphasis>
Left3-Long-Widens-And-TightensLate	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">widens</emphasis> and <emphasis level="strong">tightens late</emphasis>
Left3-Narrows-OverBridge	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">narrows</emphasis> <emphasis level="strong">over bridge</emphasis>
Left3-Opens	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">opens</emphasis>
Left3-Opens-DontCut-Late	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">opens</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">late</emphasis>
Left3-Opens-Long	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">opens</emphasis> <emphasis level="strong">long</emphasis>
Left3-OverCrest	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">over crest</emphasis>
Left3-Short	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">short</emphasis>
Left3-Short-SmallCut	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">small cut</emphasis>
Left3-Tighten2	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens 2</emphasis>
Left3-Tightens	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis>
Left3-Tightens-DontCut	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis>
Left3-Tightens-DontCut-Late	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">late</emphasis>
Left3-TightensLate	<emphasis level="strong">left 3</emphasis> <emphasis level="strong">tightens late</emphasis>
Left4-Cut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">cut</emphasis>
Left4-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-Long	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis>
Left4-Long-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-Long-Opens	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">opens</emphasis>
Left4-Long-OverCrest	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">over crest</emphasis>
Left4-Long-Tighten3	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 3</emphasis>
Left4-Long-Tighten3-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens 3</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-Long-Tightens-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">long</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-Narrows	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">narrows</emphasis>
Left4-Opens-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">opens</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-OverCrest	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">over crest</emphasis>
Left4-OverCrest-DontCut-KeepIn	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">keep in</emphasis>
Left4-Short	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">short</emphasis>
Left4-Short-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-Short-KeepIn	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">short</emphasis> <emphasis level="strong">keep in</emphasis>
Left4-Tighten3	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 3</emphasis>
Left4-Tighten3-Caution-DontCut-KeepIn	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 3</emphasis> <emphasis level="strong">caution</emphasis> <emphasis level="strong">don't cut</emphasis> <emphasis level="strong">keep in</emphasis>
Left4-Tighten3-OverCrest-VeryLong	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens 3</emphasis> <emphasis level="strong">over crest</emphasis> <emphasis level="strong">very long</emphasis>
Left4-Tightens	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens</emphasis>
Left4-Tightens-KeepIn	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">tightens</emphasis> <emphasis level="strong">keep in</emphasis>
Left4-VeryLong	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">very long</emphasis>
Left4-VeryLong-DontCut	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">don't cut</emphasis>
Left4-VeryLong-Opens	<emphasis level="strong">left 4</emphasis> <emphasis level="strong">very long</emphasis> <emphasis level="strong">opens</emphasis>
